Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-12-04T03:28:15.593Z","Included","claude-4.5-opus-high-thinking","Yes","6415","6","30420","360","37201","0.05"
"2025-12-04T03:28:11.122Z","Included","claude-4.5-opus-high-thinking","Yes","990","6","29430","134","30560","0.02"
"2025-12-04T03:28:06.644Z","Errored, No Charge","claude-4.5-opus-high-thinking","Yes","189","6","29241","106","29542","0.01"
"2025-12-04T03:28:02.961Z","Included","claude-4.5-opus-high-thinking","Yes","597","6","28644","131","29378","0.02"
"2025-12-04T03:28:02.611Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:27:57.977Z","Included","claude-4.5-opus-high-thinking","Yes","376","6","28268","180","28830","0.02"
"2025-12-04T03:27:50.643Z","Included","claude-4.5-opus-high-thinking","Yes","15235","6","13033","316","28590","0.08"
"2025-12-04T03:27:49.909Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:27:49.444Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:27:42.192Z","Included","claude-4.5-opus-high-thinking","Yes","678","6","12355","502","13541","0.02"
"2025-12-04T03:27:41.508Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:27:35.906Z","Included","claude-4.5-opus-high-thinking","Yes","391","8","11964","294","12657","0.01"
"2025-12-04T03:23:37.810Z","Included","claude-4.5-opus-high-thinking","Yes","473","6","52994","537","54010","0.03"
"2025-12-04T03:22:50.352Z","Included","claude-4.5-opus-high-thinking","Yes","4677","6","48317","453","53453","0.05"
"2025-12-04T03:22:38.824Z","Included","claude-4.5-opus-high-thinking","Yes","16331","6","31986","4600","52923","0.17"
"2025-12-04T03:22:38.261Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:22:37.799Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:22:36.788Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:22:24.595Z","Included","claude-4.5-opus-high-thinking","Yes","9882","6","22104","801","32793","0.07"
"2025-12-04T03:22:24.066Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:22:14.997Z","Errored, No Charge","claude-4.5-opus-high-thinking","Yes","471","6","21633","549","22659","0.02"
"2025-12-04T03:22:06.988Z","Included","claude-4.5-opus-high-thinking","Yes","333","6","21300","414","22053","0.02"
"2025-12-04T03:22:01.702Z","Included","claude-4.5-opus-high-thinking","Yes","337","6","20963","174","21480","0.01"
"2025-12-04T03:21:55.991Z","Included","claude-4.5-opus-high-thinking","Yes","7260","6","13703","284","21253","0.04"
"2025-12-04T03:21:55.540Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:21:55.088Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:21:48.744Z","Included","claude-4.5-opus-high-thinking","Yes","1425","6","12278","378","14087","0.02"
"2025-12-04T03:21:48.322Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:21:42.250Z","Included","claude-4.5-opus-high-thinking","Yes","1006","8","11272","386","12672","0.02"
"2025-12-04T02:53:28.655Z","Included","agent_review","No","174211","83","2308073","6579","2488946","0.47"
"2025-12-04T01:51:37.671Z","Included","claude-4.5-opus-high-thinking","Yes","482","6","30414","201","31103","0.02"
"2025-12-04T01:51:33.308Z","Included","claude-4.5-opus-high-thinking","Yes","240","51","30174","349","30814","0.02"
"2025-12-04T01:48:22.617Z","Included","claude-4.5-opus-high-thinking","Yes","477","6","29697","235","30415","0.02"
"2025-12-04T01:48:18.440Z","Included","claude-4.5-opus-high-thinking","Yes","438","49","29259","346","30092","0.02"
"2025-12-04T01:46:30.554Z","Included","claude-4.5-opus-high-thinking","Yes","234","6","29025","433","29698","0.02"
"2025-12-04T01:46:14.125Z","Included","claude-4.5-opus-high-thinking","Yes","1381","6","27644","212","29243","0.02"
"2025-12-04T01:46:03.179Z","Included","claude-4.5-opus-high-thinking","Yes","14879","6","12765","1301","28951","0.09"
"2025-12-04T01:46:02.466Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T01:45:58.781Z","Included","claude-4.5-opus-high-thinking","Yes","1172","8","11593","242","13015","0.01"
"2025-12-04T01:09:14.995Z","Included","agent_review","No","165968","25","1053831","9638","1229462","0.36"
"2025-12-04T01:06:24.128Z","Included","claude-4.5-opus-high-thinking","Yes","106","6","33322","920","34354","0.03"
"2025-12-04T01:06:09.978Z","Included","claude-4.5-opus-high-thinking","Yes","910","6","32412","82","33410","0.02"
"2025-12-04T01:05:53.140Z","Included","claude-4.5-opus-high-thinking","Yes","1066","6","31346","845","33263","0.03"
"2025-12-04T01:05:44.094Z","Included","claude-4.5-opus-high-thinking","Yes","641","6","30705","1001","32353","0.03"
"2025-12-04T01:05:27.920Z","Included","claude-4.5-opus-high-thinking","Yes","995","6","29710","577","31288","0.03"
"2025-12-04T01:05:18.866Z","Included","claude-4.5-opus-high-thinking","Yes","1313","6","28397","933","30649","0.03"
"2025-12-04T01:04:56.594Z","Included","claude-4.5-opus-high-thinking","Yes","13224","6","15173","1265","29668","0.09"
"2025-12-04T01:04:50.075Z","Included","claude-4.5-opus-high-thinking","Yes","2403","6","12770","135","15314","0.02"
"2025-12-04T01:04:44.696Z","Included","claude-4.5-opus-high-thinking","Yes","1177","8","11593","343","13121","0.02"
"2025-12-04T00:57:52.895Z","Included","claude-4.5-opus-high-thinking","Yes","103","6","34016","725","34850","0.03"
"2025-12-04T00:57:38.835Z","Included","claude-4.5-opus-high-thinking","Yes","872","6","33144","79","34101","0.02"
"2025-12-04T00:57:22.228Z","Included","claude-4.5-opus-high-thinking","Yes","1087","6","32057","807","33957","0.03"
"2025-12-04T00:57:04.669Z","Included","claude-4.5-opus-high-thinking","Yes","1054","6","31003","1022","33085","0.03"
"2025-12-04T00:56:44.727Z","Included","claude-4.5-opus-high-thinking","Yes","1366","6","29637","989","31998","0.03"
"2025-12-04T00:56:36.937Z","Included","claude-4.5-opus-high-thinking","Yes","1270","6","28367","1303","30946","0.04"
"2025-12-04T00:56:18.541Z","Included","claude-4.5-opus-high-thinking","Yes","13214","6","15153","1225","29598","0.09"
"2025-12-04T00:56:13.334Z","Included","claude-4.5-opus-high-thinking","Yes","2379","6","12774","125","15284","0.02"
"2025-12-04T00:56:07.580Z","Included","claude-4.5-opus-high-thinking","Yes","1181","8","11593","341","13123","0.02"
"2025-12-03T13:34:20.193Z","Included","agent_review","No","0","0","0","0","0","0.00"
"2025-12-03T13:28:22.864Z","Included","gemini-3-pro-preview","Yes","0","4279","38097","213","42589","0.02"
"2025-12-03T13:28:04.492Z","Included","gemini-3-pro-preview","Yes","0","6534","35134","615","42283","0.03"
"2025-12-03T13:27:23.791Z","Included","gemini-3-pro-preview","Yes","0","10548","28936","2128","41612","0.06"
"2025-12-03T13:26:42.479Z","Included","gemini-3-pro-preview","Yes","0","29791","7514","2123","39428","0.10"
"2025-12-03T13:26:22.930Z","Included","gemini-3-pro-preview","Yes","0","23431","7633","23","31087","0.06"
"2025-12-03T13:23:52.057Z","Included","gemini-3-pro-preview","Yes","0","4848","24619","420","29887","0.02"
"2025-12-03T13:23:26.674Z","Included","gemini-3-pro-preview","Yes","0","20477","6971","1963","29411","0.08"
"2025-12-03T13:22:43.763Z","Included","gemini-3-pro-preview","Yes","0","18046","7392","1954","27392","0.07"
"2025-12-03T13:22:43.718Z","Included","gemini-3-pro-preview","Yes","0","0","0","0","0","0.00"
"2025-12-03T13:22:37.264Z","Included","gemini-3-pro-preview","Yes","0","2933","6323","46","9302","0.01"
"2025-12-03T13:22:29.871Z","Included","gemini-3-pro-preview","Yes","0","2776","6405","10","9191","0.01"
"2025-12-03T13:22:21.821Z","Included","gemini-3-pro-preview","Yes","0","2471","6578","17","9066","0.01"
"2025-12-03T13:18:20.739Z","Errored, No Charge","gpt-5.1-codex","Yes","0","0","0","0","0","0.00"
"2025-12-03T13:16:47.284Z","Errored, No Charge","gpt-5.1-codex","Yes","0","0","0","0","0","0.00"
"2025-12-03T13:16:41.371Z","Included","gpt-5.1-codex","Yes","0","6532","6784","93","13409","0.01"
"2025-12-03T13:16:36.699Z","Included","gpt-5.1-codex","Yes","0","1887","6784","31","8702","0.004"
"2025-12-03T13:16:34.117Z","Included","gpt-5.1-codex","Yes","0","441","7552","21","8014","0.002"
"2025-12-03T13:16:31.527Z","Included","gpt-5.1-codex","Yes","0","4662","3072","137","7871","0.01"
"2025-12-03T13:15:06.515Z","Included","claude-4.5-opus-high-thinking","Yes","2331","6","29665","794","32796","0.04"
"2025-12-03T13:14:28.914Z","Included","claude-4.5-opus-high-thinking","Yes","2647","6","27018","2242","31913","0.06"
"2025-12-03T13:14:14.605Z","Included","claude-4.5-opus-high-thinking","Yes","13822","6","13196","2563","29587","0.11"
"2025-12-03T13:14:14.042Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T13:14:09.405Z","Included","claude-4.5-opus-high-thinking","Yes","371","6","12825","222","13424","0.01"
"2025-12-03T13:14:04.215Z","Included","claude-4.5-opus-high-thinking","Yes","1553","8","11272","229","13062","0.02"
"2025-12-03T13:10:44.593Z","Included","claude-4.5-opus-high-thinking","Yes","4702","6","62370","600","67678","0.05"
"2025-12-03T13:10:37.534Z","Included","claude-4.5-opus-high-thinking","Yes","6956","6","55414","4616","66992","0.13"
"2025-12-03T13:10:30.530Z","Included","claude-4.5-opus-high-thinking","Yes","0","531","55414","251","56196","0.03"
"2025-12-03T13:07:53.063Z","Errored, No Charge","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T13:07:40.259Z","Included","claude-4.5-opus-high-thinking","Yes","1169","6","62054","4468","67697","0.11"
"2025-12-03T13:07:33.619Z","Included","claude-4.5-opus-high-thinking","Yes","6640","6","55414","1089","63149","0.07"
"2025-12-03T13:07:27.127Z","Included","claude-4.5-opus-high-thinking","Yes","44142","531","11272","265","56210","0.21"
"2025-12-03T11:58:43.198Z","Included","agent_review","No","0","0","0","0","0","0.00"
"2025-12-03T11:55:21.689Z","Included","claude-4.5-opus-high-thinking","Yes","343","6","54428","638","55415","0.03"
"2025-12-03T11:54:50.478Z","Included","claude-4.5-opus-high-thinking","Yes","8887","6","45541","151","54585","0.06"
"2025-12-03T11:53:45.785Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T11:53:44.266Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T11:53:33.727Z","Included","claude-4.5-opus-high-thinking","Yes","2632","6","42909","8483","54030","0.18"
"2025-12-03T11:53:24.972Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T11:53:23.294Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T11:52:59.619Z","Included","claude-4.5-opus-high-thinking","Yes","2418","6","40491","2228","45143","0.07"
"2025-12-03T11:52:56.599Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T11:51:48.387Z","Included","claude-4.5-opus-high-thinking","Yes","6953","6","33538","2106","42603","0.08"
"2025-12-03T11:51:45.368Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T11:51:33.994Z","Included","claude-4.5-opus-high-thinking","Yes","3979","6","29559","6665","40209","0.15"
"2025-12-03T11:51:33.572Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T11:51:31.827Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T11:51:26.334Z","Included","claude-4.5-opus-high-thinking","Yes","16785","6","12774","283","29848","0.09"
"2025-12-03T11:51:25.900Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T11:51:25.352Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T11:51:24.899Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T11:51:20.555Z","Included","claude-4.5-opus-high-thinking","Yes","479","6","12295","337","13117","0.01"
"2025-12-03T11:51:20.195Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T11:51:15.414Z","Included","claude-4.5-opus-high-thinking","Yes","331","8","11964","230","12533","0.01"
"2025-12-03T11:50:30.708Z","Included","agent_review","No","0","0","0","0","0","0.00"
"2025-12-03T11:49:05.179Z","Included","claude-4.5-opus-high-thinking","Yes","359","6","27370","250","27985","0.02"
"2025-12-03T11:48:59.014Z","Included","claude-4.5-opus-high-thinking","Yes","515","6","26855","281","27657","0.02"
"2025-12-03T11:48:51.118Z","Included","claude-4.5-opus-high-thinking","Yes","2222","6","24633","404","27265","0.03"
"2025-12-03T11:48:45.045Z","Included","claude-4.5-opus-high-thinking","Yes","240","341","24393","291","25265","0.02"
"2025-12-03T11:47:08.916Z","Included","claude-4.5-opus-high-thinking","Yes","486","6","23907","235","24634","0.02"
"2025-12-03T11:47:00.263Z","Included","claude-4.5-opus-high-thinking","Yes","772","6","23135","408","24321","0.02"
"2025-12-03T11:46:54.736Z","Included","claude-4.5-opus-high-thinking","Yes","343","6","22792","694","23835","0.02"
"2025-12-03T11:46:48.055Z","Included","claude-4.5-opus-high-thinking","Yes","330","6","22462","265","23063","0.01"
"2025-12-03T11:46:40.558Z","Included","claude-4.5-opus-high-thinking","Yes","497","6","21965","252","22720","0.01"
"2025-12-03T11:46:29.224Z","Included","claude-4.5-opus-high-thinking","Yes","1053","6","20912","419","22390","0.02"
"2025-12-03T11:46:19.413Z","Included","claude-4.5-opus-high-thinking","Yes","7680","6","13232","980","21898","0.06"
"2025-12-03T11:46:14.634Z","Included","claude-4.5-opus-high-thinking","Yes","956","6","12276","133","13371","0.01"
"2025-12-03T11:46:10.738Z","Included","claude-4.5-opus-high-thinking","Yes","1004","8","11272","131","12415","0.01"
"2025-12-03T08:59:24.597Z","Included","claude-4.5-opus-high-thinking","Yes","2119","7","52209","271","54606","0.03"
"2025-12-03T08:59:13.457Z","Included","claude-4.5-opus-high-thinking","Yes","599","7","51610","151","52367","0.02"
"2025-12-03T08:58:57.971Z","Included","claude-4.5-opus-high-thinking","Yes","1063","7","50547","522","52139","0.03"
"2025-12-03T08:58:51.663Z","Included","claude-4.5-opus-high-thinking","Yes","1210","7","49337","985","51539","0.04"
"2025-12-03T08:58:40.761Z","Included","claude-4.5-opus-high-thinking","Yes","38065","446","11272","697","50480","0.19"
"2025-12-03T08:56:55.539Z","Included","claude-4.5-opus-high-thinking","Yes","3450","6","45277","570","49303","0.04"
"2025-12-03T08:56:55.109Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T08:56:48.680Z","Included","claude-4.5-opus-high-thinking","Yes","417","6","44860","211","45494","0.02"
"2025-12-03T08:56:40.215Z","Included","claude-4.5-opus-high-thinking","Yes","835","6","44025","331","45197","0.03"
"2025-12-03T08:56:27.382Z","Included","claude-4.5-opus-high-thinking","Yes","487","6","43538","759","44790","0.03"
"2025-12-03T08:56:21.988Z","Included","claude-4.5-opus-high-thinking","Yes","453","6","43085","409","43953","0.02"
"2025-12-03T08:56:14.046Z","Included","claude-4.5-opus-high-thinking","Yes","552","6","42533","174","43265","0.02"
"2025-12-03T08:56:07.027Z","Included","claude-4.5-opus-high-thinking","Yes","413","6","42120","427","42966","0.02"
"2025-12-03T08:56:01.390Z","Included","claude-4.5-opus-high-thinking","Yes","333","6","41787","324","42450","0.02"
"2025-12-03T08:55:55.087Z","Included","claude-4.5-opus-high-thinking","Yes","434","6","41353","244","42037","0.02"
"2025-12-03T08:55:46.396Z","Included","claude-4.5-opus-high-thinking","Yes","514","6","40839","345","41704","0.02"
"2025-12-03T08:55:40.066Z","Included","claude-4.5-opus-high-thinking","Yes","514","6","40325","425","41270","0.02"
"2025-12-03T08:55:33.729Z","Included","claude-4.5-opus-high-thinking","Yes","516","6","39809","425","40756","0.02"
"2025-12-03T08:55:24.148Z","Included","claude-4.5-opus-high-thinking","Yes","746","6","39063","427","40242","0.03"
"2025-12-03T08:55:18.750Z","Included","claude-4.5-opus-high-thinking","Yes","3907","6","35156","657","39726","0.04"
"2025-12-03T08:55:18.275Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T08:55:17.816Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T08:55:09.065Z","Included","claude-4.5-opus-high-thinking","Yes","328","6","34828","280","35442","0.02"
"2025-12-03T08:54:55.101Z","Included","claude-4.5-opus-high-thinking","Yes","1072","6","33756","242","35076","0.02"
"2025-12-03T08:54:45.615Z","Included","claude-4.5-opus-high-thinking","Yes","589","6","33167","986","34748","0.03"
"2025-12-03T08:54:36.762Z","Included","claude-4.5-opus-high-thinking","Yes","607","6","32560","503","33676","0.02"
"2025-12-03T08:54:30.081Z","Included","claude-4.5-opus-high-thinking","Yes","309","6","32251","521","33087","0.02"
"2025-12-03T08:54:21.324Z","Included","claude-4.5-opus-high-thinking","Yes","867","6","31384","223","32480","0.02"
"2025-12-03T08:54:11.485Z","Included","claude-4.5-opus-high-thinking","Yes","467","6","30917","783","32173","0.03"
"2025-12-03T08:53:57.985Z","Included","claude-4.5-opus-high-thinking","Yes","1030","6","29887","389","31312","0.02"
"2025-12-03T08:53:51.868Z","Included","claude-4.5-opus-high-thinking","Yes","369","6","29518","952","30845","0.03"
"2025-12-03T08:53:43.437Z","Included","claude-4.5-opus-high-thinking","Yes","574","6","28944","291","29815","0.02"
"2025-12-03T08:53:28.628Z","Included","claude-4.5-opus-high-thinking","Yes","1168","6","27776","460","29410","0.02"
"2025-12-03T08:53:14.436Z","Included","claude-4.5-opus-high-thinking","Yes","2736","6","25040","1093","28875","0.04"
"2025-12-03T08:53:14.382Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T08:52:47.740Z","Included","claude-4.5-opus-high-thinking","Yes","10581","6","14459","1380","26426","0.08"
"2025-12-03T08:52:47.277Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T08:52:46.926Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T08:52:40.964Z","Included","claude-4.5-opus-high-thinking","Yes","2078","6","12381","360","14825","0.02"
"2025-12-03T08:52:40.547Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T08:52:39.982Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T08:52:35.318Z","Included","claude-4.5-opus-high-thinking","Yes","1109","8","11272","322","12711","0.01"
"2025-12-03T08:41:33.000Z","Free","composer-1","Yes","14881","0","6144","186","21211","0.00"
"2025-12-03T08:41:28.374Z","Free","composer-1","Yes","14826","0","6144","40","21010","0.00"
"2025-12-03T08:41:24.719Z","Free","composer-1","Yes","0","0","0","0","0","0.00"
"2025-12-03T08:41:21.602Z","Free","composer-1","Yes","13879","0","6144","851","20874","0.00"
"2025-12-03T08:41:19.483Z","Free","composer-1","Yes","6157","0","6144","160","12461","0.00"
"2025-12-03T08:41:16.459Z","Free","composer-1","Yes","0","0","0","0","0","0.00"
"2025-12-03T08:41:15.797Z","Free","composer-1","Yes","1623","0","6176","121","7920","0.00"
"2025-12-03T08:28:13.571Z","Included","claude-4.5-opus-high","Yes","1328","0","37121","229","38678","0.02"
"2025-12-03T08:28:05.528Z","Included","claude-4.5-opus-high","Yes","908","0","36213","1246","38367","0.04"
"2025-12-03T08:27:56.626Z","Included","claude-4.5-opus-high","Yes","9514","0","26699","826","37039","0.07"
"2025-12-03T08:27:56.001Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T08:27:55.469Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T08:27:52.757Z","Included","claude-4.5-opus-high","Yes","56","2604","26643","217","29520","0.02"
"2025-12-03T08:26:57.986Z","Included","agent_review","No","88410","57","1061250","5367","1155084","0.24"
"2025-12-03T08:22:42.557Z","Included","claude-4.5-opus-high","Yes","324","0","26319","58","26701","0.01"
"2025-12-03T08:22:38.447Z","Included","claude-4.5-opus-high","Yes","2615","0","23704","245","26564","0.02"
"2025-12-03T08:22:35.236Z","Included","claude-4.5-opus-high","Yes","12432","592","11272","80","24376","0.06"
"2025-12-03T08:07:57.053Z","Included","claude-4.5-opus-high","Yes","2012","0","21462","232","23706","0.02"
"2025-12-03T08:07:40.103Z","Included","claude-4.5-opus-high","Yes","1707","0","19755","85","21547","0.02"
"2025-12-03T08:07:24.996Z","Included","claude-4.5-opus-high","Yes","1381","0","18374","1623","21378","0.04"
"2025-12-03T08:07:19.192Z","Included","claude-4.5-opus-high","Yes","3850","0","14524","1297","19671","0.05"
"2025-12-03T08:07:13.740Z","Included","claude-4.5-opus-high","Yes","2264","0","12260","220","14744","0.02"
"2025-12-03T08:07:11.919Z","Included","claude-4.5-opus-high","Yes","988","1","11272","85","12346","0.01"
"2025-12-03T03:24:41.586Z","Included","agent_review","No","0","0","0","0","0","0.00"
"2025-12-03T02:01:45.820Z","Included","agent_review","No","0","0","0","0","0","0.00"
"2025-12-03T01:58:59.654Z","Included","agent_review","No","0","0","0","0","0","0.00"
"2025-12-03T01:49:20.856Z","Included","claude-4.5-opus-high","Yes","520","0","82338","238","83096","0.04"
"2025-12-03T01:49:15.465Z","Included","claude-4.5-opus-high","Yes","292","0","82046","88","82426","0.03"
"2025-12-03T01:49:10.533Z","Included","claude-4.5-opus-high","Yes","600","0","81446","178","82224","0.04"
"2025-12-03T01:48:42.857Z","Included","claude-4.5-opus-high","Yes","2694","0","78752","78","81524","0.04"
"2025-12-03T01:48:38.909Z","Included","claude-4.5-opus-high","Yes","3717","0","75035","2617","81369","0.09"
"2025-12-03T01:48:34.006Z","Included","claude-4.5-opus-high","Yes","276","0","74759","79","75114","0.03"
"2025-12-03T01:48:29.540Z","Included","claude-4.5-opus-high","Yes","282","0","74477","205","74964","0.03"
"2025-12-03T01:48:21.454Z","Included","claude-4.5-opus-high","Yes","561","0","73916","211","74688","0.03"
"2025-12-03T01:48:13.939Z","Included","claude-4.5-opus-high","Yes","474","0","73442","490","74406","0.04"
"2025-12-03T01:48:03.190Z","Included","claude-4.5-opus-high","Yes","677","0","72765","403","73845","0.04"
"2025-12-03T01:47:58.409Z","Included","claude-4.5-opus-high","Yes","1526","0","71239","607","73372","0.04"
"2025-12-03T01:47:54.292Z","Included","claude-4.5-opus-high","Yes","59967","1203","11272","221","72663","0.28"
"2025-12-02T16:12:27.290Z","Included","claude-4.5-opus-high","Yes","469","0","70533","239","71241","0.03"
"2025-12-02T16:12:20.000Z","Included","claude-4.5-opus-high","Yes","699","0","69834","400","70933","0.04"
"2025-12-02T16:12:16.846Z","Included","claude-4.5-opus-high","Yes","281","71","69553","95","70000","0.03"
"2025-12-02T16:10:12.719Z","Included","claude-4.5-opus-high","Yes","520","0","69033","283","69836","0.03"
"2025-12-02T16:10:08.431Z","Included","claude-4.5-opus-high","Yes","330","0","68703","88","69121","0.03"
"2025-12-02T16:10:02.902Z","Included","claude-4.5-opus-high","Yes","630","0","68073","181","68884","0.03"
"2025-12-02T16:09:55.731Z","Included","claude-4.5-opus-high","Yes","265","0","67808","88","68161","0.03"
"2025-12-02T16:08:50.319Z","Included","claude-4.5-opus-high","Yes","5476","0","62332","151","67959","0.05"
"2025-12-02T16:08:39.436Z","Included","claude-4.5-opus-high","Yes","746","0","61586","5406","67738","0.12"
"2025-12-02T16:08:36.432Z","Included","claude-4.5-opus-high","Yes","138","65","61448","611","62262","0.03"
"2025-12-02T16:04:02.462Z","Included","claude-4.5-opus-high","Yes","531","0","60917","140","61588","0.03"
"2025-12-02T16:03:58.586Z","Included","claude-4.5-opus-high","Yes","757","50","60160","113","61080","0.03"
"2025-12-02T16:02:00.596Z","Included","claude-4.5-opus-high","Yes","1166","0","58994","759","60919","0.04"
"2025-12-02T16:01:54.668Z","Included","claude-4.5-opus-high","Yes","456","0","58538","1096","60090","0.04"
"2025-12-02T16:01:47.988Z","Included","claude-4.5-opus-high","Yes","243","0","58295","88","58626","0.02"
"2025-12-02T16:01:42.292Z","Errored, No Charge","claude-4.5-opus-high","Yes","165","0","58130","129","58424","0.02"
"2025-12-02T16:01:38.328Z","Included","claude-4.5-opus-high","Yes","416","0","57714","109","58239","0.02"
"2025-12-02T16:00:55.227Z","Included","claude-4.5-opus-high","Yes","2801","0","54913","142","57856","0.03"
"2025-12-02T16:00:48.848Z","Included","claude-4.5-opus-high","Yes","484","0","54429","2724","57637","0.07"
"2025-12-02T16:00:43.034Z","Included","claude-4.5-opus-high","Yes","356","0","54073","208","54637","0.02"
"2025-12-02T16:00:37.705Z","Included","claude-4.5-opus-high","Yes","498","0","53575","286","54359","0.03"
"2025-12-02T15:59:53.260Z","Included","claude-4.5-opus-high","Yes","3368","0","50207","222","53797","0.04"
"2025-12-02T15:59:44.502Z","Included","claude-4.5-opus-high","Yes","627","0","49580","3293","53500","0.08"
"2025-12-02T15:58:04.049Z","Included","claude-4.5-opus-high","Yes","6889","0","42691","351","49931","0.05"
"2025-12-02T15:58:00.992Z","Included","claude-4.5-opus-high","Yes","73","66","42618","6753","49510","0.14"
"2025-12-02T15:54:57.411Z","Errored, No Charge","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T15:54:51.802Z","Included","claude-4.5-opus-high","Yes","539","0","42079","7656","50274","0.16"
"2025-12-02T15:54:05.176Z","Included","claude-4.5-opus-high","Yes","3601","0","38478","156","42235","0.03"
"2025-12-02T15:53:52.123Z","Included","claude-4.5-opus-high","Yes","695","0","37783","3531","42009","0.08"
"2025-12-02T15:53:44.683Z","Errored, No Charge","claude-4.5-opus-high","Yes","81","0","37702","625","38408","0.03"
"2025-12-02T15:53:35.766Z","Errored, No Charge","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T15:53:31.305Z","Included","claude-4.5-opus-high","Yes","4431","0","32598","321","37350","0.04"
"2025-12-02T15:53:30.304Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T15:53:25.620Z","Included","claude-4.5-opus-high","Yes","19641","0","12957","160","32758","0.10"
"2025-12-02T15:53:24.824Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T15:53:24.051Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T15:53:23.263Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T15:53:18.419Z","Included","claude-4.5-opus-high","Yes","583","0","12374","257","13214","0.01"
"2025-12-02T15:53:14.788Z","Included","claude-4.5-opus-high","Yes","1102","1","11272","112","12487","0.01"
"2025-12-02T15:49:06.340Z","Included","claude-4.5-opus-high","Yes","368","0","55040","688","56096","0.03"
"2025-12-02T15:48:25.000Z","Included","claude-4.5-opus-high","Yes","2820","0","52220","134","55174","0.03"
"2025-12-02T15:48:16.765Z","Included","claude-4.5-opus-high","Yes","599","0","51621","2746","54966","0.07"
